mention_id,article_id,code,surface,method,label,section,sentence,paragraph,char_start,char_end,sentiment_ground_truth,sentiment_reasoning
9744,346889,AUS,Australian,spacy_ner+gazetteer,NORP,content,"MaryAnne, who had visited Malta just last month, was known for her love of both her Maltese roots and her Australian home
Her sudden death has sent shockwaves through both communities, with family, friends, and loved ones mourning the loss of a vibrant woman taken too soon.","A tragic accident in Melbourne has claimed the life of 46-year-old MaryAnne Cutajar, a Gozitan woman who moved to Australia three decades ago. The fatal incident occurred on the busy Western Ring Road on Thursday afternoon, leaving her family and friends devastated. Cutajar was driving near the Furlong Road exit in St Albans when a ramp fell from a white truck traveling on the opposite side of the freeway.
The metal piecea Riv-Nail Driver system typically used in mining and manufacturingbroke loose, flew across lanes, and struck Cutajars car, resulting in her untimely death. The truck driver failed to stop and continued heading Altona-bound, sparking an urgent investigation by Victoria Police. Inspector Craig McEvoy appealed to the public for help in identifying the driver, asking anyone with dashcam footage to come forward. Im hoping someone can now check the back of their ute, the back of their truck, or their vehicle in which they were carrying it, McEvoy said, addressing the driver directly in his appeal. MaryAnne, who had visited Malta just last month, was known for her love of both her Maltese roots and her Australian home
Her sudden death has sent shockwaves through both communities, with family, friends, and loved ones mourning the loss of a vibrant woman taken too soon. Lovin Malta sends it condolences to MaryAnnes family during this difficult time",1137,1147,positive,
2362,357774,AUS,Australian,spacy_ner+gazetteer,NORP,content,"Macquarie, regarded as a key authority on Australian English, annually selects a word that captures cultural trends.","Australias Macquarie Dictionary has selected enshittification as its word of 2024, defining it as the gradual decline in the quality of a service or product, particularly online platforms, driven by profit-seeking.
The term reflects widespread dissatisfaction with the digital world, where services initially cater to users but later prioritise business customers, ultimately exploiting both.
Coined by Canadian-British author Cory Doctorow in a 2022 essay, enshittification describes the life cycle of digital platforms like Facebook and Twitter. Doctorow argues that platforms first prioritise users, then shift focus to advertisers, before finally extracting maximum value for themselves, leading to their deterioration.
The judging committee noted the term resonated with current frustrations and beat out other contenders like looksmaxxing (enhancing ones appearance), overtourism, and sigma (a popular social archetype). Honourable mentions included right to disconnect (the legal right to ignore work communications after hours) and rawdogging (long-haul flying without entertainment).
Macquarie, regarded as a key authority on Australian English, annually selects a word that captures cultural trends. Last years winner was cozzie livs, a slang term for cost of living. Meanwhile, the UKs Oxford Dictionary is running a public vote on its own shortlist, including brain rot and dynamic pricing.
#MaltaDaily",1137,1147,neutral,
6744,370003,AUS,Australian,spacy_ner+gazetteer,NORP,content,"The 35-year-old Australian, known for his infectious smile, memorable shoey celebrations, and thrilling races, posted a heartfelt message.","On Thursday, Daniel Ricciardo took to Instagram to confirm his emotional departure from Formula 1. The 35-year-old Australian, known for his infectious smile, memorable shoey celebrations, and thrilling races, posted a heartfelt message. Ive loved this sport my whole life. Its wild and wonderful and been a journey, Ricciardo wrote, reflecting on his rollercoaster career. He thanked the teams, fans, and individuals who have supported him along the way, adding, I wouldnt change it.
Ricciardos departure comes after months of speculation surrounding his future. Although he found a temporary lifeline with Red Bull as their third driver in 2023, replacing Nyck de Vries at AlphaTauri (now VCARB), Ricciardos tenure with the team has now come to an end. His last race saw him clock the fastest lap in Singapore, a fitting final flourish in his F1 career.
Red Bull Racing also paid tribute, sharing a post that celebrated Ricciardos legacy. Cheers to the seven victories, shoeys, smiles, and unforgettable moments that have left an indelible mark on our teams history.
Daniel Ricciardos devoted fanbase anticipated that his time in Formula 1 was nearing its conclusion, yet they expressed their frustration, asserting that he wont receive a fitting send-off from the sport due to being dropped in the midst of the season.
Ricciardo leaves behind a significant legacy, not just for his racing prowess but also for his larger-than-life personality, which endeared him to millions worldwide, particularly through Drive to Survive.
#MaltaDaily",115,125,positive,
22635,374415,AUS,Australian,spacy_ner+gazetteer,NORP,content,Australian Prime Minister Anthony Albanese expressed condolences for the victims and praised the bravery of first responders and civilians who intervened during the crisis.,"In a tragic incident near Bondi Beach in Sydney, Australia, five people have been killed and several others, including a baby, are critically injured after a stabbing spree at a shopping center. The attacker, acting alone, was confronted and shot dead by a female police officer.
Authorities confirmed that there is no longer a threat to the public, although the suspects identity and motive remain unknown. The attack prompted the evacuation of hundreds of people from the Westfield Bondi Junction shopping center.
Assistant Commissioner Anthony Cooke of the New South Wales Police Force provided details, explaining that the attacker initially entered the center, left, and then returned later in the afternoon, engaging with multiple individuals before being confronted by the police officer on the fifth level.
The wounded, including a child, were transported to hospitals for treatment.
Witnesses described scenes of chaos and fear, with one individual recounting hiding and hearing gunshots, fearing for their life. Another witness, an ABC sound engineer, described seeking refuge in a locked store during the incident.
Australian Prime Minister Anthony Albanese expressed condolences for the victims and praised the bravery of first responders and civilians who intervened during the crisis. The incident, described as unprecedented by Mr. Cooke, has prompted a critical incident response, and further updates are expected as the situation unfolds.
#MaltaDaily",1127,1137,positive,
8357,374487,AUS,Australian,spacy_ner+gazetteer,NORP,content,Australian billionaire Clive Palmer has revealed plans to build a far superior than the original replica of the infamous Titanic ship that crashed into an iceberg in its maiden voyage way back in 1912.,"Australian billionaire Clive Palmer has revealed plans to build a far superior than the original replica of the infamous Titanic ship that crashed into an iceberg in its maiden voyage way back in 1912.
This is not the first time the billionaire has spoken about his intentions to recreate a true Titanic experience as he revealed his idea both in 2018 and 2012 however now he will be hoping to actually go through with his thoughts.
Under the leadership of Palmer, Blue Star Line, named after the former British passenger and cargo shipping company, is constructing a ship that will offer an authentic Titanic experience.
This ship will be 269 meters long and 32.2 meters wide, weighing 56,000 tons and featuring nine decks. It will also feature 835 cabins divided into first class, second class and third class and will have the same interiors and cabin layout as the original.
Responding to questions Clive Palmer said We are very pleased to announce that after unforeseen global delays, we have reengaged with partners to bring the dream of Titanic ll to life. Let the journey begin.
#MaltaDaily",0,10,positive,
6766,378560,AUS,Australian,spacy_ner+gazetteer,NORP,content,"Every week, from savouring Australian-made cheeselets to experimenting with galletti and Marmite, the Demicoli brothers experienc a unique blend of Maltese and Australian cultures.","As part of yesterdays episode of L-A'wa fl-Awstralja, Maltas beloved siblings, Fabian and Keith Demicoli, were thrilled to spot an I LOVE MALTA number plate while exploring Brisbane.
The show, a local fan favourite, chronicles the brothers as they delve into the lives of Maltese-Australians, offering a slice of Malta down under.
Every week, from savouring Australian-made cheeselets to experimenting with galletti and Marmite, the Demicoli brothers experienc a unique blend of Maltese and Australian cultures.
Their encounter with the patriotic number plate was a strong reminder of the Maltese spirit thriving in Australia, connecting us to our roots even thousands of miles away.
You can catch the Demicoli brothers on L-A'wa fl-Awstralja every Wednesday at 8:50 on ONE.
#MaltaDaily",364,374,positive,
8412,390017,AUS,Australian,spacy_ner+gazetteer,NORP,content,"The Australian sisters, renowned for their infectious dance anthems and on-stage energy, will definitely deliver a memorable set that will go down in G7 Fridays history.","Legendary dance music duo Nervo are set to electrify Malta tonight at World Club Dome Malta, bringing their signature energy and banging beats from their performance at the Tomorrowland Main Stage. The Australian sisters, renowned for their infectious dance anthems and on-stage energy, will definitely deliver a memorable set that will go down in G7 Fridays history.
Joining Nervo on this stacked line-up is Jaxomy, the DJ/Producer behind the viral remix Pedro, which has taken the dance music scene by storm. Jaxomys fresh new energy will complement Nervos set, promising a crazy start to the World Club Dome Island Edition.
In addition to these international stars, a selection of beloved local acts will grace the stage, merging Maltas diverse dance music talent with some major international names.
Meanwhile, Shouse, known for hit tracks like Wont Forget You, Love Tonight and more will be joining the district crew at Marrakech. With the massive line-up set for this weekend, World Club Dome Malta is set to be a highlight of the local clubbing calendar  are you ready?
Get your last few tickets from g7events.com
#MaltaDaily",202,212,positive,
18028,4433,AUT,Austrian,spacy_ner+gazetteer,NORP,content,Dalli and her Austrian counterpart negotiated on behalf of the European Union when it came to the declaration on the global goal for adaptation.,"Malta has expressed satisfaction over an agreement reached among UN countries about climate action, however, it called for greater effort on mitigation measures. We are satisfied that after two long weeks of discussions and negotiations, and despite initial fears that no agreement would be reached, a final effort has led to a consensus among United Nations countries on global initiatives addressing climate action, Environment Minister Miriam Dalli said in reaction to the COP29 agreement reached in Baku. This agreement will see a tripling of funding to the most vulnerable countries - from $100 billion to $300 billion by 2035. This COP particularly focused on the financing to be provided annually to the most vulnerable countries to address the impacts of climate change. ""Malta was among the countries insisting that, while more funding is necessary, there should also be more contributors to this fund, which should consist of both public and private sources. Dalli and her Austrian counterpart negotiated on behalf of the European Union when it came to the declaration on the global goal for adaptation. However, on the aspect of mitigation - initiatives that the minister believes could genuinely reduce emissions - there was little to no progress. It is satisfying to have reached a strong agreement on adaptation and global goals to help countries adapt to climate change. ""However, it was evident that certain countries showed little appetite for initiatives that could truly address mitigation and thus reduce emissions, Dalli said, adding that many countries continued to rely on coal and oil, such as heavy fuel oil, for energy production.",987,995,neutral,
12821,4779,AUT,Austrian,spacy_ner+gazetteer,NORP,content,"S&D Austrian MEP Hannes Heide said Micallef was the perfect man for the role, while his EPP counterpart, Hungarian MEP Zoltan Tarr, said the group is expecting that the hearing will go smoothly.","Updated 8:05pm Glenn Micallef was approved by MEPs to serve asEuropean Commissioner for Intergenerational Fairness, Youth, Culture and Sport on Monday, following a relatively uneventful three-hour European Parliament grilling. Coordinators from the parliament's various groupings wasted little time in approving Micallef's nomination, with sources confirming he received the all-clear just hours after he finished answering questions. While Micallef sailed through the hearing, he will have to wait before being sworn in as a commissioner: all commissioners-designate must be approved as one bloc before the team can assume office. Hearings, which began on Monday, will run until November 12. Prime Minister Robert Abela and Malta's outgoing commissioner, Helena Dalli, were both quick to congratulate Micallef and wish him well. Writing on X, formerly Twitter, Abela said he wished him ""great success in shaping a vibrant and inclusive future for Europe"", while Dalli said she hoped for five years of ""impactful achievements to EU citizens."" Micallef answered MEP questions about a raft of topics, from screentime for young people to cyberbullying, equal pay for female and male athletes and transgender controversy in sports. His replies stuck firmly to EU policy initiatives and were thin on specifics, irritating some MEPs but also ensuring he steered clear of political landmines that could blow up his nomination. There was an immediate sense that Micallef had performed well, though he himself was reluctant to say so. It was a constructive discussion. Now let's wait and see the outcome,"" Micallef said in brief comments immediately after the hearing.   Optimism for the Maltese commissioner-designate 1.41pm When we spoke to EU officials past and present about Micallef's prospects roughly six weeks ago, reactions were mixed. Some thought he was well-placed to be confirmed on Ursula von der Leyen's team, but others predicted he'd be minced by the Brussels meatgrinder. There seems to be a lot more optimism about his chances now, though. Daniel Ellul spoke to the CULT (Committee for Education and Education) coordinators for the parliament's two biggest political groupings, the S&Ds and EPP. Both said they don't forsee any problems for Micallef. S&D Austrian MEP Hannes Heide said Micallef was the perfect man for the role, while his EPP counterpart, Hungarian MEP Zoltan Tarr, said the group is expecting that the hearing will go smoothly.  Welcome 1.30pm Good afternoon and welcome to this live blog, where we will be providing a blow-by-blow account of Glenn Micallef's MEP hearing, which is scheduled to begin at 2.30pm. Daniel Ellul is our man in Brussels for the event.",2266,2274,positive,
10101,6373,AUT,Austrian,spacy_ner+gazetteer,NORP,content,"The Austrian national told Times of Malta that the incident was further compounded by what he feels was poor treatment by the police, whom he says dismissed him when he tried to file a report.","Updated 6.30pm with police response A man has been left shaken after an unknown person came at him with a knuckle duster after a minor collision in a road rage incident captured on camera. The Austrian national told Times of Malta that the incident was further compounded by what he feels was poor treatment by the police, whom he says dismissed him when he tried to file a report. The footage captured by the man shows the aggressor getting violent, before removing the knuckle duster and repeatedly hitting out at him and making violent threats. The incident happened around 6.30pm on Monday while the man was driving back home after work and was stuck in the afternoon traffic. Ive been living in Malta for three years now, and this never happened to me before, he told Times of Malta on Wednesday. Im so disappointed by the police system. This man could be a danger to others, and I felt they did not make the effort to help me.  The man, who wished to remain anonymous, explained how he was aware the driver behind him, in a white van, was getting irritated because he was driving slowly. He said while he was changing lanes, the white van overtook his car, and in the process, nearly hit him. At that point, I honked my horn at him, and that is when the man jumped out of his car and started to shout at me, he said. The man tried to continue driving, but the aggressor punched his car and left a dent in it. That is when he got out of his car to take a picture of the drivers number plate, and the situation went from bad to worse. He said the aggressor started to shout at him and his friend in the middle of the road and managed to hit him on the arm. Trying to keep his distance, he tried to kick the aggressor away. In the footage, the aggressor can be seen wearing a knuckle duster, which he removes before he hits the man. The aggressor can be heard swearing at the man and saying, I will find you and I will call the police on you as he once again hits the mans phone. After the aggressor got back in his van, the man and his friend called the emergency number, but he said no one picked up. 'The police did not help me at all' He said he called the {ejtun police station and was told no police cars were available, and he would have to come to the station to file a report. He then drove to the Paola police station and claimed the police were unhelpful. They told me, If I really want to make a police report, I can go ahead. Go ahead? What is this system, the man questioned. He said he provided police with sufficient evidence to take action, but the police said he would need to get a medical report to show that he was hit by the man, and then come back to file a police report. The police did not show that they would take any action. If the same accident happened in Vienna and I showed the police the video, they would try and find him. I was so disappointed and I began to argue with them how they could not take any action. The man decided to not file a police report, as he felt he would find no support or help from the police if he did so. ""Is it because I am a foreigner? I am disappointed because now I must deal with the damage to my car and my cracked mobile screen, which broke after the man hit it."" A police spokesperson later told Times of Malta the officer at Paola police station had requested the man be medically examined and attain a medical certificate from the nearby health centre. ""Unfortunately the alleged victim never came back with the requested medical certificate and instead chose to report the incident to the media,"" he said. He said they would like to contact the man to ""proceed with investigations in relation to the alleged bodily harm and also follow-up on the allegations made against the police officers"".",193,201,positive,
